FISBN,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-547-9,_TITLE_,Otoña Guzman,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-548-6,_TITLE_,Yara Stiller,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-549-3,_TITLE_,Iona Da,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-550-9,_TITLE_,Tina Tao,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-551-6,_TITLE_,Diana Bayerstumpfen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-552-3,_TITLE_,Nuria Grzsza,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-553-0,Star Trek: The Whale in the Nebula,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-554-7,_TITLE_,Xena Bullworth-Campanella,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-555-4,_TITLE_,Obinna Phillips,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-556-1,_TITLE_,Zainab Hsien,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-557-8,_TITLE_,Fauna Laquandisha Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-558-5,_TITLE_,Quentisetta Rollins,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-559-2,_TITLE_,Brenda Michael Wooster,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-560-8,_TITLE_,Laana Suomi,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-561-5,_TITLE_,Viola Reese Davies,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-562-2,Star Trek: The Sign of the Prophets,William Gold,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-563-9,_TITLE_,Elizabeth Mary Corning,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-564-6,_TITLE_,Olivia Bruner Stern,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-565-3,_TITLE_,Yolanda Burridge Green,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-566-0,_TITLE_,Richard Richardson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-567-7,_TITLE_,Susan Puffinsberger,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-568-4,_TITLE_,Zainab Mohammed,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-569-1,_TITLE_,Susan Puffinsberger,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-570-7,_TITLE_,Alice Tanner,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-571-4,Quick Notes: David Copperfield,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-572-1,_TITLE_,Jack Jackson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-573-8,_TITLE_,Taylor Tuck,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-574-5,_TITLE_,Umberto Underhill,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-575-2,_TITLE_,David Sanders,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-576-9,_TITLE_,Nina Hao,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-577-6,_TITLE_,Valeria Lopez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-578-3,_TITLE_,Fanny Michaelson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-579-0,_TITLE_,Paula Petroni,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-580-6,_TITLE_,Zachariah ben Haim,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-581-3,Star Trek: Journey to Memory Gamma,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-582-0,_TITLE_,Justina Madison,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-583-7,_TITLE_,Ursula Svensson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-584-4,_TITLE_,Ewa Krzszmzczukowna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-585-1,_TITLE_,Olga Walker,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-586-8,_TITLE_,Yana Rostropova,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-587-5,_TITLE_,N'namdi Ebunolowa,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-588-2,_TITLE_,Alma Czerna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-589-9,Quick Notes: Oliver Twist,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-590-5,_TITLE_,Golda Racorzkrzsza,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-591-2,_TITLE_,Stacey Qadar,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-592-9,_TITLE_,Cipriano Dillings,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-593-6,_TITLE_,Mara O'Leary,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-594-3,_TITLE_,Winter Johnson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-595-0,_TITLE_,Franco Parlangeli,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-596-7,_TITLE_,Paloma Jackson Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-597-4,_TITLE_,Zlata Korona,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-598-1,_TITLE_,Harry Harrison,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-599-8,_TITLE_,Zainab Mohammed,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-600-1,_TITLE_,Alice Tanner,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-601-8,Star Trek: The Call of Kahless,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-602-5,_TITLE_,Kevin Kilmer,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-603-2,_TITLE_,Umberto Underhill,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-604-9,_TITLE_,Susan Seabridges,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-605-6,Quick Notes: Nabokov's English Novels,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-606-3,_TITLE_,Emilio Gonzales,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-607-0,_TITLE_,Olivia Kalmus,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-608-7,_TITLE_,Wanda Wrzszczek,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-609-4,_TITLE_,Glurga Zpanak,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-610-0,_TITLE_,Queen Lewiston,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-611-7,_TITLE_,Allison Guzman,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-612-4,_TITLE_,Lando Calrissian Watson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-613-1,_TITLE_,Vana Soo,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-614-8,Star Trek: Python Pact: Tuvix Reborn,Jesús María Peña,_COAUTHORS_,2021,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-615-5,_TITLE_,Flora Molinari,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-616-2,_TITLE_,Pliska Miro,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-617-9,_TITLE_,Zaara Pratap,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-618-6,_TITLE_,Oscar Martinez,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-619-3,_TITLE_,Billiam Postopoli,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-620-9,_TITLE_,Hillary Yee,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-621-6,_TITLE_,Tom Bull,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-622-3,_TITLE_,Daria Wallace,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-623-0,_TITLE_,Nina Owolofoyeku,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-624-7,_TITLE_,Xavier Samuelson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-625-4,_TITLE_,Gloria Robinson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-626-1,_TITLE_,Queridita Washington,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-627-8,_TITLE_,Pav Cnossen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-628-5,_TITLE_,Sally Sallinen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-629-2,_TITLE_,Gustavo Vargas y Kohler,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-630-8,_TITLE_,Bernie Backhaus,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-631-5,_TITLE_,Luther Landingham,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-632-2,_TITLE_,Valerie Vandeen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-633-9,_TITLE_,Franca Llanez,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-634-6,_TITLE_,Petra Taranu,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-635-3,_TITLE_,Xena Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-636-0,_TITLE_,Hanson Handel,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-637-7,_TITLE_,Raymonda Tovey-Johnson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-638-4,_TITLE_,Bao Yu,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-639-1,_TITLE_,Malena Paretti,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-640-7,_TITLE_,Walking Bear,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-641-4,_TITLE_,Gilda Martin,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-642-1,_TITLE_,Qeborah Vaughan,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-643-8,_TITLE_,Alicia Montes,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-644-5,Under Lock and Key,Poulette de Vries,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-645-2,The Diary,Chandler Ross,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-646-9,Mansplaining Abortion,John James Johnson,_COAUTHORS_,2021,Nonfiction,Politics,Reproductive Policy,Paperback,$0.99
978-555-0-32177-647-6,_TITLE_,Illiana Ghemor,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-648-3,_TITLE_,Umbert Strom,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-649-0,_TITLE_,Earla O'Donnell,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-650-6,_TITLE_,Olga Stonestreet,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-651-3,Under Arms,Yolanda Nightwinder,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-652-0,Three Sheets to the Wind,Hanna Kingfisher Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-653-7,Another Line of Cocaine,Roman Oliver,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-654-4,The Dark Horse,Maame Turner Robinson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-655-1,Art Therapy for Mothers,"Dr. Samah El-Fatihi, M.D.",_COAUTHORS_,2021,Nonfiction,Health,Therapy,Paperback,$18.99
978-555-0-32177-656-8,False White Flag,Joan Hoff,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-657-5,Suffering Fools,Carla Cormorant,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-658-2,Knife Under the Cake,Martin Martinson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-659-9,Tales of Air Sea Rescue,Walter Winchell,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-660-5,The Wood Chipper Massacre,Ginger Jones,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-661-2,The Stapler Massacre,Quentin Thomas,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-662-9,The Paper Clip Massacre,Yesenia Peña,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-663-6,The Butter Knife Massacre,Ian McGillicuddygillyblarp,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-664-3,The Piano Wire Massacre,Solida Williams,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-665-0,The Hedge Trimmer Massacre,Clotilda Florida,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-666-7,How Trump Terrorists Almost Destroyed American Democracy,An Anonymous Republican,_COAUTHORS_,2021,Nonfiction,Politics,Current Events,Paperback,$18.99
978-555-0-32177-667-4,The Massacre,Nona McLeod,_COAUTHORS_,2021,Fiction,_GENRE_,Horror,Paperback,$18.99
978-555-0-32177-668-1,The Banana Peel Massacre,Xenia Billmer,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-669-8,The Long Receipt Massacre,Hacha Yu,_COAUTHORS_,2021,Fiction,Horror,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-670-4,The Wrong Decryption,Risa Milliotti,_COAUTHORS_,2021,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-671-1,Make It 'Till You Fake It,Bernardo Gerhardt,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-672-8,My Uncle's Secret,Qadar Hamad,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-673-5,Over the Hills,Diana McWoolgoolgy,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-674-2,A Train Ticket to Reno,Joanne Keller,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-675-9,Victors Who Didn't Write History,Vana Too,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-676-6,Star Wars: The Other Order,Finn Freeman,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-677-3,Ship in a Bottle,Pia Longfellow,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-678-0,The Pirates of the Lake,Zora McQuowm,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-679-7,In Search of Beowulf,Ilana Plana,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-680-3,Code Name: Mermaid,Samuel Potts Berkley,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-681-0,A Jumper Cable,Liying Wing,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-682-7,Asian Texas Fusion Grill,Bobby Hill,_COAUTHORS_,2021,Nonfiction,Cookbook,Barbecue,Paperback,$18.99
978-555-0-32177-683-4,The Decoder Ring,Steve Kneipp,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-684-1,Thoughts on Musical Composition,David Diamond,_COAUTHORS_,2021,Nonfiction,Music,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-685-8,_TITLE_,Ned North,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-686-5,_TITLE_,Xavier Xanthos,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-687-2,_TITLE_,Hallie Meyers,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-688-9,_TITLE_,Roberta Quigley,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-689-6,_TITLE_,Zoe Maldonado,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-690-2,_TITLE_,Jefferson Lofton,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-691-9,_TITLE_,Teresa Władyczrzszek,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-692-6,Quick Notes: Harlan Ellison,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-693-3,_TITLE_,Damar Watson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-694-0,_TITLE_,Olla Hammoud,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-695-7,_TITLE_,Yesenia Iñárritu,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-696-4,_TITLE_,Ivana Mravinskaya,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-697-1,_TITLE_,Slasa Thompson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-698-8,_TITLE_,Lucia Rollos,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-699-5,_TITLE_,Rosalita Viñas,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-700-8,_TITLE_,Emilio Spears,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-701-5,_TITLE_,Kiv Du Yee,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-702-2,_TITLE_,Wanda Shjro,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-703-9,_TITLE_,Grace Chen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-704-6,_TITLE_,Quigley Mercator,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-705-3,Quick Notes: John Steinbeck,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-706-0,_TITLE_,Zora McQuowm,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-707-7,_TITLE_,Jupiter Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-708-4,_TITLE_,Tony Blacksmith,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-709-1,_TITLE_,Kofo Tumbe,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-710-7,_TITLE_,Bobby Hill,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-711-4,_TITLE_,Mark Petrel,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-712-1,_TITLE_,Luisa Juanita Gomez,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-713-8,_TITLE_,Emily Everpuff,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-714-5,_TITLE_,Olivia Oliver,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-715-2,_TITLE_,Yesenia Young,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-716-9,_TITLE_,Ionia Bloodworth,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-717-6,_TITLE_,Nona Shapovalova,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-718-3,_TITLE_,Amelia Teegerb,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-719-0,_TITLE_,Kevin Riverton,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-720-6,_TITLE_,Uniona Washington,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-721-3,_TITLE_,Eugenio Sombras,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-722-0,_TITLE_,Paula Straiton,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-723-7,_TITLE_,Zima al Hambra,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-724-4,_TITLE_,Julia Tao,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-725-1,_TITLE_,Uwe Schmidt,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-726-8,_TITLE_,Bianka Wolpowna,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-727-5,_TITLE_,Waltera McThompsongilly,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-728-2,_TITLE_,Selma Severinsen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-729-9,_TITLE_,Lovepreet Kaur,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-730-5,_TITLE_,Xanthos Phillips,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-731-2,_TITLE_,Henry Okungbanwe,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
